,Date,GBPPLN,GBPHKD,GBPAUD,GBPMXN,GBPEUR,GBPHUF,GBPDKK,GBPCZK,GBPNZD,GBPZAR,GBPCAD,GBPNOK,GBPUSD,GBPJPY,GBPSGD,GBPSEK,GBPCHF,SIVR,IAU,USO,DBA,LIT,UGA,COPX
261,2016-03-10,5.5345,11.09,1.9163,25.4607,1.2782,396.77,9.531,34.5383,2.1427,21.9755,1.9052,12.1472,1.4286,161.633,1.9708,11.9641,1.4061,15.27,12.27,10.04,20.62,19.9901,26.18,14.0899
262,2016-03-14,5.5055,11.092,1.9028,25.3738,1.2862,398.39,9.604,34.7367,2.1433,22.1893,1.8968,12.1106,1.4298,162.695,1.9676,11.9295,1.4117,14.98,11.89,9.88,20.94,20.83,25.8701,14.52
263,2016-03-15,5.465,10.986,1.896,25.3139,1.2743,395.87,9.503,34.4405,2.1408,22.5575,1.8897,12.103,1.4158,160.267,1.9549,11.7716,1.3969,14.97,11.91,9.7,20.92,20.4227,25.6101,13.63
264,2016-03-16,5.4425,11.058,1.8898,25.1155,1.2705,395.43,9.47,34.3397,2.1161,22.2804,1.8705,12.0448,1.4248,160.66,1.9459,11.7344,1.3937,15.34,12.16,10.18,21.02,20.85,25.76,14.07
265,2016-03-17,5.4645,11.225,1.8935,25.087,1.279,396.67,9.534,34.5683,2.1188,21.9049,1.8794,12.0394,1.4474,161.25,1.9538,11.8379,1.4001,15.6,12.13,10.55,21.15,21.41,26.07,15.14
266,2016-03-21,5.4435,11.14,1.8954,25.0269,1.2786,396.73,9.528,34.5364,2.122,21.865,1.8812,12.0817,1.437,161.1,1.9547,11.8164,1.3948,15.5,12.01,10.59,21.05,21.73,26.46,15.15
267,2016-03-22,5.3915,11.02,1.867,24.6444,1.2674,394.6,9.446,34.2399,2.1072,21.5925,1.855,11.9436,1.4216,159.631,1.9339,11.6939,1.3829,15.62,12.05,10.54,21.16,21.8,27.125,15.26
268,2016-03-23,5.377,10.944,1.8739,24.7805,1.2626,395.07,9.409,34.1138,2.1014,21.65,1.8649,11.9672,1.4114,158.618,1.9285,11.6646,1.3765,14.9499,11.76,10.11,20.98,21.37,26.29,14.04
269,2016-03-24,5.4005,10.975,1.8798,24.9175,1.265,396.84,9.434,34.2224,2.1121,21.8237,1.8726,11.9961,1.4145,159.534,1.936,11.7254,1.38,14.87,11.75,10.06,20.79,21.06,26.5,14.26
270,2016-03-28,5.4123,11.057,1.889,24.849,1.2729,398.92,9.491,34.4521,2.1184,22.0109,1.8791,12.0149,1.4256,161.715,1.9525,11.7958,1.3883,14.91,11.78,10.01,20.88,21.1,26.53,14.29
271,2016-03-29,5.4083,11.155,1.8855,24.9415,1.2739,398.79,9.498,34.4328,2.0985,21.8386,1.8798,12.0695,1.4384,162.239,1.9486,11.785,1.3905,15.05,11.98,9.8,20.93,21.48,26.25,13.97
272,2016-03-30,5.4144,11.143,1.8748,24.7878,1.2679,399.13,9.45,34.2894,2.0811,21.4105,1.8643,11.9363,1.4372,161.637,1.9418,11.6773,1.3873,14.91,11.83,9.73,20.69,21.7699,25.87,14.11
273,2016-03-31,5.3491,11.143,1.8736,24.7763,1.2623,395.99,9.409,34.1087,2.0758,21.0676,1.8655,11.8839,1.4368,161.685,1.9365,11.6706,1.3811,15.1201,11.88,9.7,20.6,21.48,25.56,14.11
274,2016-04-04,5.303,11.058,1.8756,24.9301,1.2524,390.61,9.318,33.8519,2.0948,21.0528,1.8645,11.8811,1.4261,158.72,1.9286,11.5922,1.3676,14.64,11.72,9.08,20.27,21.44,24.42,13.66
275,2016-04-05,5.2993,10.978,1.8762,25.0398,1.2436,389.02,9.255,33.5995,2.0808,21.3364,1.8603,11.7972,1.4155,156.106,1.9174,11.5031,1.3536,14.84,11.88,9.13,20.16,20.95,24.4347,13.39
276,2016-04-06,5.2879,10.956,1.8584,24.9126,1.2394,386.59,9.226,33.4745,2.0691,21.286,1.8492,11.7432,1.4126,155.007,1.9011,11.5035,1.3505,14.77,11.81,9.6,20.18,21.023,24.85,13.41
277,2016-04-07,5.3036,10.904,1.872,25.1221,1.2359,385.36,9.193,33.3778,2.0729,21.4291,1.8476,11.696,1.4052,152.245,1.9004,11.4762,1.3438,14.9299,11.98,9.51,20.06,20.91,24.64,12.85
278,2016-04-11,5.3282,11.03,1.8735,25.093,1.247,388.33,9.282,33.6901,2.0745,20.9956,1.8361,11.6608,1.4227,153.538,1.9093,11.5389,1.358,15.55,12.12,10.28,20.14,21.68,26.63,13.52
279,2016-04-12,5.3651,11.06,1.8568,24.9395,1.253,389.63,9.325,33.8383,2.061,20.95,1.8222,11.6549,1.4265,154.886,1.9149,11.5221,1.3627,15.87,12.13,10.64,20.25,21.7701,27.1101,14.42
280,2016-04-13,5.3944,11.014,1.8531,24.7518,1.2581,391.59,9.367,33.9868,2.0543,20.6188,1.8192,11.6793,1.4204,155.296,1.9173,11.5574,1.3724,15.81,12.0,10.51,20.33,22.22,27.02,14.54
281,2016-04-14,5.3937,10.972,1.8378,24.6652,1.255,390.66,9.342,33.8962,2.0636,20.5657,1.8177,11.6477,1.4148,154.704,1.9274,11.5027,1.3675,15.8199,11.83,10.48,20.32,22.29,26.68,14.4932
282,2016-04-18,5.4333,11.066,1.8403,24.8688,1.2633,391.74,9.388,34.1119,2.0514,20.6467,1.8255,11.7202,1.4271,155.34,1.9277,11.5788,1.3768,15.88,11.87,10.17,20.66,22.99,25.51,14.99
283,2016-04-19,5.4376,11.157,1.8431,24.9384,1.2666,392.18,9.426,34.2138,2.0425,20.5223,1.826,11.697,1.4386,157.16,1.9237,11.6291,1.3842,16.64,12.06,10.44,20.92,23.6,26.35,16.22
284,2016-04-20,5.4137,11.116,1.8388,24.7274,1.2684,391.6,9.438,34.2615,2.0555,20.3846,1.8139,11.6267,1.4335,157.333,1.9267,11.6403,1.3924,16.6,12.0,10.76,21.17,23.63,26.62,16.34
285,2016-04-21,5.4783,11.105,1.8491,24.9935,1.2683,392.57,9.437,34.2587,2.0702,20.4824,1.8217,11.7407,1.4317,156.647,1.9317,11.6552,1.3956,16.7,12.05,10.72,20.98,23.43,26.97,15.981
286,2016-04-25,5.6645,11.233,1.8772,25.4358,1.2856,400.35,9.562,34.7323,2.1104,20.9151,1.8359,11.8787,1.4482,161.03,1.9575,11.7818,1.4119,16.65,11.93,10.55,20.82,23.01,26.94,15.71
287,2016-04-26,5.6389,11.304,1.882,25.3295,1.2901,401.52,9.602,34.8652,2.1136,20.9485,1.8376,11.887,1.4578,162.207,1.9695,11.8303,1.4193,16.78,11.99,10.81,21.06,23.0201,27.72,15.98
288,2016-04-27,5.6263,11.275,1.9123,25.1514,1.2833,399.57,9.554,34.678,2.099,20.9139,1.8301,11.8382,1.4539,162.134,1.9597,11.7552,1.4115,16.88,12.02,11.14,20.91,23.02,27.93,16.2999
289,2016-04-28,5.6505,11.328,1.9153,25.1976,1.2863,400.03,9.575,34.7563,2.0993,20.8625,1.8335,11.8872,1.4607,157.973,1.9642,11.7779,1.4121,17.26,12.23,11.22,20.87,22.8221,28.09,16.33
290,2016-05-02,5.5706,11.379,1.9123,25.211,1.2722,395.59,9.465,34.3758,2.0846,20.9229,1.837,11.7557,1.4667,156.076,1.9662,11.678,1.4003,17.1573,12.45,11.05,21.1,22.81,27.29,17.05
291,2016-05-03,5.5474,11.289,1.9398,25.5936,1.2647,394.62,9.409,34.1762,2.0967,21.2669,1.8483,11.8042,1.4543,155.389,1.9654,11.7098,1.3875,17.1,12.42,10.74,20.88,22.88,26.5,16.15
292,2016-05-04,5.551,11.252,1.9424,25.7648,1.262,394.59,9.388,34.0942,2.1054,21.7011,1.8647,11.8237,1.4499,155.094,1.967,11.6941,1.3881,17.0,12.36,10.79,20.97,22.5,26.2,15.44
293,2016-05-05,5.5904,11.241,1.9395,25.9054,1.2706,396.66,9.45,34.3314,2.1047,21.6586,1.8626,11.8402,1.4487,155.388,1.9677,11.7387,1.4022,16.92,12.34,10.9,20.77,22.6305,26.12,15.38
294,2016-05-09,5.607,11.183,1.9694,26.2151,1.2657,399.34,9.415,34.1923,2.1272,21.8003,1.867,11.8404,1.441,156.19,1.9771,11.7662,1.3997,16.6181,12.17,10.68,20.87,22.51,25.3,14.49
295,2016-05-10,5.6029,11.211,1.9601,25.986,1.2702,399.37,9.45,34.2995,2.1292,21.8069,1.8655,11.8537,1.4447,157.872,1.9763,11.7841,1.4095,16.76,12.22,10.99,21.19,23.19,26.12,14.711
296,2016-05-11,5.59,11.202,1.9597,25.9617,1.2631,398.87,9.403,34.1153,2.1179,21.7124,1.8563,11.7797,1.4438,156.573,1.9731,11.7432,1.4024,17.04,12.33,11.34,21.28,23.33,27.57,14.96
297,2016-05-12,5.5974,11.208,1.9729,25.9463,1.2696,400.3,9.445,34.2966,2.1156,21.7018,1.8553,11.7408,1.4448,157.399,1.9829,11.8218,1.4021,16.73,12.23,11.45,21.37,23.34,27.61,14.6
298,2016-05-16,5.5631,11.185,1.977,26.369,1.2766,401.12,9.474,34.4609,2.1228,22.5082,1.8583,11.7686,1.4411,157.155,1.9732,11.9076,1.4091,16.8061,12.3,11.76,21.4,23.33,28.19,14.79
299,2016-05-17,5.5802,11.219,1.9744,26.4422,1.2773,402.2,9.504,34.5022,2.126,22.5605,1.8662,11.8308,1.4456,157.734,1.9798,11.934,1.4173,16.9,12.34,11.92,21.47,23.17,28.75,15.14
300,2016-05-18,5.7103,11.337,2.0182,26.898,1.3002,410.9,9.671,35.1185,2.1623,23.15,1.9003,12.1223,1.46,160.778,2.0165,12.1832,1.4422,16.5,12.11,11.7,21.37,22.95,28.69,14.56
301,2016-05-19,5.7462,11.342,2.0203,26.8873,1.3027,412.26,9.694,35.1745,2.1625,23.0469,1.9113,12.1968,1.4605,160.522,2.0142,12.1978,1.4469,16.1499,12.09,11.79,21.05,23.17,28.58,14.44
302,2016-05-23,5.7339,11.246,2.0046,26.8089,1.2911,409.59,9.598,34.8809,2.1426,22.695,1.903,12.0952,1.4482,158.249,1.9952,12.0766,1.433,16.09,12.05,11.66,20.87,23.522,28.79,14.55
303,2016-05-24,5.7995,11.356,2.0314,27.0067,1.3118,413.54,9.759,35.4351,2.1611,22.859,1.9186,12.2122,1.462,160.858,2.0184,12.1526,1.4522,15.89,11.84,11.82,20.83,23.47,28.95,14.34
304,2016-05-25,5.8021,11.413,2.0442,27.1748,1.3171,413.64,9.798,35.5718,2.1872,23.0031,1.9154,12.2332,1.4698,161.963,2.0254,12.1978,1.4572,15.98,11.81,12.03,21.07,23.89,28.83,14.8
305,2016-05-26,5.7662,11.386,2.0301,27.0443,1.31,410.97,9.741,35.386,2.172,22.7528,1.9031,12.1272,1.4665,160.846,2.0138,12.1356,1.4509,15.99,11.76,11.95,21.3,23.97,28.33,14.75
306,2016-05-31,5.7079,11.26,2.0024,26.7437,1.3003,408.03,9.681,35.1186,2.1341,22.7288,1.8956,12.1335,1.4492,160.494,1.9961,12.0731,1.4396,15.6655,11.72,11.87,21.31,24.26,27.98,14.51
307,2016-06-01,5.6458,11.197,1.9871,26.6664,1.2886,404.01,9.586,34.809,2.1129,22.4753,1.8848,11.9667,1.4413,157.903,1.9852,11.9597,1.4251,15.659,11.69,11.93,21.46,24.56,28.37,14.54
308,2016-06-02,5.6634,11.198,1.9953,26.91,1.2916,403.79,9.613,34.8798,2.1172,22.4327,1.8884,12.0097,1.4412,156.869,1.9828,11.987,1.4272,15.679,11.66,11.86,21.73,24.42,28.33,14.38
309,2016-06-06,5.5413,11.224,1.961,26.9885,1.2722,395.72,9.467,34.3642,2.0916,21.5252,1.8531,11.8173,1.4455,155.437,1.9601,11.7461,1.4029,16.14,12.0,12.04,22.33,25.04,27.75,15.6599
310,2016-06-07,5.5716,11.289,1.9511,26.7291,1.2802,397.51,9.52,34.5693,2.0851,21.6492,1.8539,11.8005,1.4538,155.972,1.9656,11.8185,1.4034,16.09,11.99,12.22,22.45,25.45,27.85,15.58
311,2016-06-08,5.4986,11.258,1.9381,26.2923,1.2727,394.69,9.463,34.3782,2.0491,21.3862,1.8416,11.746,1.451,155.124,1.9527,11.7631,1.3908,16.6999,12.18,12.43,22.96,25.77,28.39,15.92
312,2016-06-09,5.5389,11.222,1.9451,26.386,1.2781,397.27,9.502,34.5235,2.0323,21.4,1.8402,11.7913,1.4462,154.797,1.957,11.8292,1.3945,16.968,12.25,12.25,22.81,25.51,28.28,15.53
313,2016-06-13,5.5474,11.02,1.923,26.7443,1.2581,392.73,9.348,33.9872,2.0146,21.4773,1.8203,11.7428,1.4197,150.533,1.9241,11.7038,1.3668,17.0798,12.39,11.76,22.68,24.56,26.65,14.8615
314,2016-06-14,5.5672,10.948,1.9193,26.6994,1.2594,395.01,9.357,34.0563,2.0193,21.6132,1.8153,11.7842,1.4109,149.616,1.9124,11.7272,1.3592,17.05,12.4,11.73,22.7,24.44,26.4,14.44
315,2016-06-15,5.5794,11.014,1.9149,26.8393,1.2602,395.88,9.372,34.1211,2.0051,21.6064,1.8322,11.7919,1.4196,150.312,1.9179,11.7895,1.3641,17.19,12.49,11.47,22.66,24.78,26.1088,14.9
316,2016-06-16,5.5931,11.023,1.9287,26.8914,1.2697,397.26,9.407,34.3521,2.0161,21.762,1.8407,11.9202,1.421,148.29,1.9166,11.8518,1.372,16.81,12.36,11.14,22.55,24.65,25.59,14.5901
317,2016-06-20,5.6802,11.384,1.9683,27.3426,1.2958,405.22,9.64,35.0272,2.0645,21.7759,1.8785,12.1425,1.4673,152.448,1.9703,12.0862,1.4112,17.16,12.45,11.91,22.51,25.08,27.46,15.36
318,2016-06-21,5.718,11.374,1.9668,27.2873,1.3037,409.52,9.684,35.2693,2.0576,21.5788,1.8775,12.1777,1.4662,153.498,1.9683,12.1191,1.4101,16.89,12.21,11.89,22.18,25.4,27.66,15.34
319,2016-06-22,5.7013,11.476,1.9671,27.2237,1.3052,409.55,9.709,35.3004,2.0612,21.5215,1.8946,12.202,1.4794,154.893,1.9772,12.1631,1.419,16.92,12.2,11.74,22.03,25.14,27.48,15.25
320,2016-06-23,5.6702,11.557,1.9617,27.0435,1.2844,409.43,9.737,34.6648,2.0616,21.3585,1.9017,12.1233,1.4879,157.811,1.9941,12.1243,1.4319,17.0,12.12,11.98,22.1,25.62,27.85,15.712
321,2016-06-27,5.3423,10.262,1.8012,25.2667,1.2012,381.55,8.935,32.6143,1.8868,20.3494,1.7289,11.3316,1.3221,134.901,1.8006,11.3132,1.2937,17.4,12.8,11.19,21.78,23.02,25.939,14.03
322,2016-06-28,5.3292,10.359,1.8058,25.1165,1.2052,381.77,8.968,32.6704,1.8886,20.2286,1.739,11.3063,1.3354,137.021,1.8063,11.3434,1.3096,17.43,12.66,11.47,22.0,24.13,26.32,14.686
323,2016-06-29,5.3391,10.434,1.8051,24.9074,1.2101,382.6,8.993,32.754,1.8904,19.8727,1.741,11.2727,1.3449,138.366,1.8112,11.3684,1.3174,17.8882,12.7,11.79,22.19,24.65,26.43,15.0001
324,2016-06-30,5.2446,10.324,1.7873,24.3857,1.1995,378.21,8.921,32.4118,1.8656,19.5859,1.7244,11.1292,1.3312,137.346,1.794,11.2546,1.3005,18.4075,12.76,11.57,22.07,24.99,25.98,15.41
325,2016-07-05,5.2094,10.077,1.7451,24.4671,1.1708,371.65,8.738,31.6486,1.8214,19.1376,1.6888,10.9277,1.2994,132.059,1.7566,11.0878,1.2698,19.54,13.08,11.18,21.84,24.81,24.65,15.55
326,2016-07-06,5.1531,10.005,1.7164,24.1779,1.1643,367.46,8.646,31.4942,1.8096,18.9967,1.6713,10.8758,1.2896,130.402,1.7418,10.9933,1.2578,19.69,13.16,11.33,21.59,24.45,24.92,15.58
327,2016-07-07,5.1509,10.0,1.7221,24.2588,1.1668,366.83,8.666,31.5259,1.7846,19.0339,1.676,10.9583,1.2885,129.73,1.7392,11.0461,1.2612,19.29,13.11,10.82,21.18,24.27,23.66,15.473
328,2016-07-11,5.1966,10.08,1.7233,23.9758,1.1736,368.42,8.734,31.719,1.7963,18.7568,1.7034,11.0422,1.2991,133.391,1.7545,11.1414,1.2764,19.87,13.07,10.65,21.52,25.1,23.85,16.3199
329,2016-07-12,5.2614,10.282,1.7395,24.2875,1.2002,375.68,8.91,32.4334,1.8171,18.9943,1.7288,11.1798,1.3253,138.761,1.7845,11.3138,1.3105,19.68,12.85,11.19,21.54,25.47,24.51,16.98
330,2016-07-13,5.1949,10.167,1.7245,24.0944,1.1821,370.61,8.782,31.936,1.8002,18.9745,1.7013,11.0325,1.3107,136.43,1.7647,11.1257,1.29,19.97,12.96,10.75,21.68,25.47,23.9,17.1416
331,2016-07-14,5.2864,10.342,1.7483,24.4916,1.2021,377.04,8.928,32.4691,1.8559,19.0123,1.7202,11.1625,1.3339,140.384,1.7911,11.3439,1.3089,19.84,12.86,10.87,21.78,25.6599,24.28,17.2706
332,2016-07-18,5.23,10.291,1.7505,24.3769,1.1981,376.94,8.912,32.3629,1.8796,18.8928,1.7188,11.2038,1.3272,140.99,1.7895,11.3451,1.3041,19.682,12.84,10.82,21.51,25.7,23.96,17.039
333,2016-07-19,5.2072,10.165,1.7443,24.2118,1.1898,374.75,8.848,32.1387,1.8585,18.7653,1.7068,11.1492,1.3109,139.188,1.7733,11.2869,1.2923,19.51,12.85,10.7,21.06,25.11,23.74,16.571
334,2016-07-20,5.2437,10.257,1.7717,24.7067,1.2033,377.43,8.933,32.5028,1.8972,18.9283,1.7291,11.2467,1.3226,141.722,1.7958,11.373,1.3055,18.98,12.67,10.73,20.81,25.17,23.51,16.5129
335,2016-07-21,5.2247,10.258,1.7641,24.5466,1.2003,376.49,8.921,32.4204,1.8866,18.808,1.7303,11.2332,1.3228,140.097,1.7918,11.3655,1.3034,19.45,12.86,10.49,20.73,24.67,23.32,16.7041
336,2016-07-25,5.1899,10.164,1.7531,24.6016,1.1922,371.66,8.865,32.2004,1.8711,18.8056,1.7317,11.2412,1.3103,138.594,1.7849,11.3253,1.2914,19.12,12.68,10.13,20.8,24.91,22.88,16.43
337,2016-07-26,5.2091,10.191,1.7479,24.6409,1.1966,374.1,8.895,32.3341,1.8589,18.853,1.7311,11.2527,1.3141,137.6,1.7846,11.3692,1.3038,19.23,12.73,10.08,20.72,24.98,23.07,16.73
338,2016-07-27,5.2173,10.249,1.7649,24.8989,1.1955,374.23,8.889,32.3074,1.8709,18.8233,1.741,11.2832,1.3216,138.971,1.7881,11.4028,1.3036,19.96,12.94,9.9,20.64,24.85,22.64,16.805
339,2016-07-28,5.1761,10.206,1.7528,24.8555,1.187,369.98,8.835,32.0679,1.8572,18.5779,1.7312,11.2548,1.3162,137.943,1.7808,11.3662,1.2903,19.8063,12.89,9.67,20.46,24.99,22.33,17.239
340,2016-08-01,5.1408,10.231,1.7519,24.861,1.1803,366.71,8.781,31.886,1.8394,18.3208,1.7304,11.1962,1.3183,135.01,1.7692,11.325,1.2765,20.018,13.05,9.41,20.54,24.69,22.51,17.11
341,2016-08-02,5.1376,10.351,1.7539,25.2383,1.1885,369.94,8.841,32.1135,1.8464,18.6179,1.7485,11.252,1.3341,134.79,1.7877,11.3498,1.2867,20.18,13.16,9.33,20.47,24.32,22.48,17.1
342,2016-08-03,5.1137,10.34,1.7565,25.1613,1.1948,371.17,8.889,32.2773,1.8637,18.5324,1.7417,11.2712,1.3328,134.999,1.7883,11.3831,1.2964,19.9862,13.1,9.69,20.56,24.66,23.254,17.11
343,2016-08-04,5.048,10.169,1.7191,24.796,1.1789,366.32,8.761,31.8441,1.8277,17.9303,1.708,11.0595,1.3113,132.685,1.7604,11.1704,1.2771,19.94,13.12,9.84,20.65,24.92,23.46,17.0898
344,2016-08-08,5.0167,10.111,1.7031,24.1697,1.1754,365.99,8.745,31.7529,1.8251,17.6918,1.716,11.0434,1.3037,133.571,1.7555,11.1903,1.2814,19.32,12.88,10.1,20.93,25.08,23.32,17.11
345,2016-08-09,4.979,10.086,1.6957,23.9732,1.1696,363.19,8.7,31.5873,1.8136,17.433,1.7057,10.9307,1.3004,132.515,1.7473,11.1007,1.2764,19.45,12.93,10.07,20.84,25.06,23.16,17.16
346,2016-08-10,4.9597,10.096,1.6873,23.9689,1.1637,361.02,8.655,31.4413,1.7883,17.2852,1.6991,10.7667,1.3021,131.754,1.7451,11.0032,1.2683,19.7566,12.99,9.77,20.71,25.02,22.28,17.212
347,2016-08-11,4.95,10.048,1.6822,23.6105,1.1626,360.44,8.65,31.4002,1.7961,17.3453,1.6816,10.6682,1.2956,132.012,1.7403,10.9777,1.2632,19.53,12.9,10.21,20.62,25.14,23.2799,17.39
348,2016-08-15,4.9134,9.996,1.6783,23.2906,1.1517,356.36,8.57,31.103,1.7848,17.1235,1.6654,10.5872,1.2888,130.426,1.7307,10.8957,1.2537,19.41,12.91,10.76,20.88,24.93,24.09,17.13
349,2016-08-16,4.936,10.111,1.6946,23.5746,1.1554,358.11,8.606,31.2079,1.7883,17.4877,1.6772,10.6826,1.3043,130.798,1.7469,10.9738,1.2544,19.38,12.98,10.92,20.88,24.7,24.39,17.39
350,2016-08-17,4.9451,10.111,1.7024,23.636,1.1539,358.64,8.591,31.171,1.7949,17.421,1.6754,10.6922,1.3043,130.41,1.7501,10.9758,1.2541,19.26,12.98,10.99,20.8,24.45,24.99,17.1
351,2016-08-18,4.9708,10.203,1.7132,23.9197,1.1596,359.64,8.629,31.3197,1.8068,17.5578,1.6815,10.7316,1.316,131.718,1.7625,10.9896,1.2566,19.33,13.04,11.3,20.94,24.78,25.44,17.47
352,2016-08-22,4.9965,10.183,1.7206,24.0275,1.1602,360.08,8.631,31.3357,1.8026,17.8241,1.6996,10.7749,1.3133,131.804,1.7742,10.9939,1.2637,18.51,12.91,10.97,20.97,24.67,25.19,17.15
353,2016-08-23,5.0213,10.23,1.7331,24.4643,1.1674,361.53,8.687,31.5231,1.813,18.4318,1.7052,10.8319,1.3197,132.353,1.7833,11.0598,1.2711,18.5,12.9,11.0908,20.99,24.88,25.52,17.2021
354,2016-08-24,5.0567,10.258,1.7381,24.4468,1.175,363.35,8.741,31.7373,1.8083,18.7406,1.7106,10.8682,1.3232,132.921,1.7922,11.1117,1.2794,18.16,12.77,10.82,20.74,24.61,25.15,16.56
355,2016-08-25,5.0585,10.226,1.73,24.2084,1.1686,361.45,8.7,31.5619,1.8066,18.7501,1.7037,10.8368,1.319,132.636,1.7846,11.0878,1.2759,18.18,12.75,10.95,20.66,24.74,25.54,16.5263
356,2016-08-29,5.0823,10.161,1.7302,24.4091,1.1709,361.17,8.718,31.6248,1.8058,18.8598,1.7057,10.8405,1.3106,133.684,1.7812,11.0904,1.2819,18.45,12.76,10.85,20.38,24.55,25.05,16.56
357,2016-08-30,5.1089,10.147,1.7407,24.6181,1.1737,363.11,8.733,31.703,1.8101,18.922,1.7125,10.9118,1.3081,134.676,1.784,11.1618,1.286,18.23,12.64,10.73,20.34,24.74,24.66,16.0792
358,2016-08-31,5.1329,10.195,1.7477,24.6848,1.1767,364.57,8.766,31.7868,1.8131,19.2976,1.7226,10.9485,1.3144,135.817,1.7901,11.2475,1.2929,18.27,12.6,10.36,20.23,24.5,24.01,15.85
359,2016-09-01,5.1631,10.293,1.7567,24.888,1.1851,366.73,8.819,32.0039,1.8213,19.3403,1.7383,11.0596,1.327,136.935,1.8043,11.3481,1.3005,18.49,12.65,10.06,20.23,24.69,22.93,15.95
360,2016-09-06,5.1653,10.408,1.7485,24.54,1.1926,369.36,8.882,32.205,1.8133,18.7735,1.7254,10.9873,1.3424,137.06,1.8087,11.3817,1.3028,19.63,13.01,10.39,20.28,25.39,23.59,16.6337
361,2016-09-07,5.1192,10.342,1.7375,24.5034,1.1866,365.62,8.829,32.048,1.7891,18.6407,1.7175,10.9032,1.3336,135.642,1.796,11.2524,1.293,19.36,12.96,10.52,20.5,25.48,24.12,16.6203
362,2016-09-08,5.1004,10.313,1.7389,24.8328,1.1806,364.24,8.785,31.8865,1.7962,18.785,1.719,10.8852,1.3299,136.172,1.7967,11.2204,1.2929,19.21,12.88,10.96,20.48,25.36,25.22,16.6072
363,2016-09-12,5.1564,10.342,1.7634,25.0871,1.1862,366.96,8.831,32.0383,1.8127,18.9567,1.7387,10.9625,1.3335,135.821,1.8084,11.3103,1.2957,18.73,12.78,10.64,20.36,24.54,24.82,16.2
364,2016-09-13,5.1142,10.232,1.7683,25.2041,1.1757,364.37,8.754,31.7554,1.8217,19.0143,1.7362,10.9193,1.319,135.217,1.8033,11.2566,1.2887,18.48,12.7,10.37,20.09,24.04,24.6,15.59
365,2016-09-14,5.1057,10.277,1.7737,25.5518,1.1793,365.09,8.773,31.8489,1.8224,18.9584,1.7484,10.9126,1.325,135.756,1.8052,11.2602,1.2897,18.59,12.74,10.09,20.05,24.12,24.46,15.9
366,2016-09-15,5.0904,10.275,1.7617,25.6121,1.1778,364.65,8.764,31.8115,1.807,18.7869,1.7412,10.8948,1.3243,134.9,1.8036,11.2277,1.2863,18.61,12.67,10.14,20.12,24.52,25.49,15.88
367,2016-09-19,5.0054,10.113,1.7293,25.6217,1.1666,359.96,8.689,31.5101,1.7859,18.2438,1.7208,10.8002,1.3037,132.769,1.775,11.1605,1.2777,18.77,12.65,9.98,20.44,24.46,25.59,16.0201
368,2016-09-20,5.0023,10.071,1.7182,25.7503,1.1637,359.43,8.676,31.4353,1.7748,18.0467,1.7122,10.7742,1.2985,132.083,1.7673,11.1611,1.2714,18.84,12.67,10.07,20.62,24.26,25.17,16.1
369,2016-09-21,4.9904,10.105,1.7068,25.6894,1.1647,358.81,8.68,31.4495,1.7739,17.6566,1.7051,10.7483,1.3034,130.784,1.7639,11.1485,1.2688,19.42,12.85,10.4,20.64,24.7399,25.94,16.3799
370,2016-09-22,4.9867,10.141,1.7099,25.6524,1.1671,356.92,8.695,31.5114,1.7885,17.8124,1.7059,10.627,1.3078,131.87,1.7732,11.172,1.2671,19.47,12.89,10.53,20.56,24.63,26.05,16.77
371,2016-09-26,4.9472,10.056,1.6989,25.7955,1.1525,353.81,8.587,31.1283,1.7833,17.7437,1.7152,10.5139,1.2971,130.134,1.7644,11.0763,1.2569,18.99,12.88,10.43,20.41,24.2,26.1044,16.539
372,2016-09-27,4.9652,10.094,1.6976,25.2293,1.1598,356.98,8.646,31.3194,1.7825,17.4938,1.7182,10.5592,1.3017,130.665,1.7695,11.1896,1.2636,18.74,12.8,10.15,20.35,24.39,25.85,16.24
373,2016-09-28,4.9789,10.092,1.6924,25.2,1.1614,357.26,8.651,31.3711,1.7891,17.703,1.701,10.4551,1.3018,131.222,1.7694,11.1475,1.2641,18.76,12.76,10.65,20.34,24.7,27.08,16.66
374,2016-09-29,4.9677,10.058,1.6985,25.3338,1.1553,356.55,8.613,31.2027,1.7877,18.0196,1.7049,10.434,1.2971,131.247,1.7698,11.1098,1.2526,18.67,12.73,10.87,20.15,24.52,27.38,16.7
375,2016-10-03,4.9168,9.963,1.671,24.7936,1.1465,352.2,8.527,30.9646,1.7629,17.4649,1.685,10.241,1.285,130.641,1.7535,11.0097,1.2509,18.41,12.66,11.1,20.0,24.59,27.88,16.73
376,2016-10-04,4.8864,9.875,1.6719,24.5826,1.1355,348.95,8.455,30.6648,1.7693,17.5967,1.6793,10.1968,1.2734,130.95,1.7445,10.9491,1.2463,17.48,12.24,11.09,20.13,24.43,28.423,16.2711
377,2016-10-05,4.8848,9.888,1.6756,24.4863,1.1379,346.7,8.464,30.7331,1.7805,17.4643,1.6814,10.2287,1.2751,131.953,1.7458,10.9518,1.242,17.38,12.22,11.35,20.17,24.69,28.18,16.6
378,2016-10-06,4.8368,9.782,1.6638,24.2339,1.1122,343.76,8.419,30.0326,1.7611,17.477,1.6676,10.1555,1.2614,131.117,1.7312,10.8825,1.2374,16.95,12.09,11.51,20.04,24.44,28.47,16.31
